Highest NIBRS/UCR Offense Description,GO Report Date,GO Location Zip
Agg Assault,1-Jan-16,78735
Theft,1-Jan-16,78701
Robbery,1-Jan-16,78753
Theft,1-Jan-16,78701
Rape,1-Jan-16,78753
Agg Assault,1-Jan-16,78724
Robbery,1-Jan-16,78741
Agg Assault,1-Jan-16,78741
Agg Assault,1-Jan-16,78704
Burglary,1-Jan-16,78748
Burglary,1-Jan-16,78758
Auto Theft,1-Jan-16,78753
Auto Theft,1-Jan-16,78744
Agg Assault,1-Jan-16,78744
Burglary,1-Jan-16,78747
Burglary,1-Jan-16,78748
Agg Assault,1-Jan-16,78704
Agg Assault,1-Jan-16,78756
Rape,1-Jan-16,78751
Burglary,1-Jan-16,78759
Burglary,1-Jan-16,78704
Burglary,1-Jan-16,78723
Burglary,1-Jan-16,78701
Rape,1-Jan-16,78752
Burglary,1-Jan-16,78745
Burglary,1-Jan-16,78748
Burglary,1-Jan-16,78741
Burglary,1-Jan-16,78749
Theft,1-Jan-16,78701
Theft,1-Jan-16,78758
Theft,1-Jan-16,78744
Theft,1-Jan-16,78748
Auto Theft,1-Jan-16,78744
Burglary,1-Jan-16,78745
Theft,1-Jan-16,78751
Theft,1-Jan-16,78748
Theft,1-Jan-16,78748
Burglary,1-Jan-16,78744
Auto Theft,1-Jan-16,78752
Agg Assault,1-Jan-16,78752
Burglary,1-Jan-16,78752
Theft,1-Jan-16,78701
Theft,1-Jan-16,78748
Agg Assault,1-Jan-16,78731
Auto Theft,1-Jan-16,78723
Theft,1-Jan-16,78753
Theft,1-Jan-16,78758
Theft,1-Jan-16,78723
Theft,1-Jan-16,78701
Theft,1-Jan-16,78753
Theft,1-Jan-16,78701
Theft,1-Jan-16,78704
Theft,1-Jan-16,78701
Theft,1-Jan-16,78723
Theft,1-Jan-16,78723
Theft,1-Jan-16,78748
Theft,1-Jan-16,78758
Theft,1-Jan-16,78753
Theft,1-Jan-16,78748
Theft,1-Jan-16,78753
Theft,1-Jan-16,78753
Theft,1-Jan-16,78704
Theft,1-Jan-16,78702
Theft,1-Jan-16,78702
Theft,1-Jan-16,78701
Theft,1-Jan-16,78751
Theft,1-Jan-16,78752
Theft,1-Jan-16,78752
Theft,1-Jan-16,78722
Theft,1-Jan-16,78702
Theft,1-Jan-16,78751
Theft,1-Jan-16,78705
Theft,1-Jan-16,78741
Theft,1-Jan-16,78749
Theft,1-Jan-16,78702
Theft,1-Jan-16,78757
Theft,1-Jan-16,78722
Theft,1-Jan-16,78701
Theft,1-Jan-16,78701
Theft,1-Jan-16,78701
Theft,1-Jan-16,78722
Agg Assault,2-Jan-16,78721
Robbery,2-Jan-16,78752
Robbery,2-Jan-16,78752
Theft,2-Jan-16,78745
Robbery,2-Jan-16,78752
Rape,2-Jan-16,78741
Theft,2-Jan-16,78758
Theft,2-Jan-16,78753
Theft,2-Jan-16,78739
Agg Assault,2-Jan-16,78705
Agg Assault,2-Jan-16,78741
Auto Theft,2-Jan-16,78753
Theft,2-Jan-16,78744
Burglary,2-Jan-16,78751
Auto Theft,2-Jan-16,78753
Theft,2-Jan-16,78748
Auto Theft,2-Jan-16,78741
Robbery,2-Jan-16,78729
Agg Assault,2-Jan-16,78741
Theft,2-Jan-16,78749
Rape,13-Jan-16,78744
Theft,2-Jan-16,78613
Auto Theft,2-Jan-16,78705
Agg Assault,2-Jan-16,78741
Auto Theft,2-Jan-16,78702
Burglary,2-Jan-16,78617
Theft,2-Jan-16,78748
Agg Assault,2-Jan-16,78752
Theft,2-Jan-16,78753
Burglary,2-Jan-16,78752
Burglary,2-Jan-16,78729
Theft,2-Jan-16,78746
Theft,2-Jan-16,78758
Auto Theft,2-Jan-16,78704
Agg Assault,2-Jan-16,78701
Auto Theft,2-Jan-16,78704
Agg Assault,2-Jan-16,78747
Burglary,2-Jan-16,78753
Theft,2-Jan-16,78702
Burglary,2-Jan-16,78745
Burglary,2-Jan-16,78741
Auto Theft,2-Jan-16,78758
Theft,2-Jan-16,78757
Agg Assault,2-Jan-16,78748
Rape,2-Jan-16,78704
Theft,2-Jan-16,78752
Theft,2-Jan-16,78701
Theft,2-Jan-16,78704
Theft,2-Jan-16,78750
Theft,2-Jan-16,78704
Theft,2-Jan-16,78758
Theft,2-Jan-16,78745
Theft,2-Jan-16,78701
Theft,2-Jan-16,78719
Theft,2-Jan-16,78744
Theft,2-Jan-16,78753
Theft,2-Jan-16,78704
Theft,2-Jan-16,78701
Theft,2-Jan-16,78759
Theft,2-Jan-16,78704
Theft,2-Jan-16,78758
Theft,2-Jan-16,78741
Theft,2-Jan-16,78703
Theft,2-Jan-16,78758
Theft,2-Jan-16,78756
Theft,2-Jan-16,78753
Theft,2-Jan-16,78701
Theft,2-Jan-16,78745
Theft,2-Jan-16,78736
Theft,2-Jan-16,78744
Theft,2-Jan-16,78701
Theft,2-Jan-16,78702
Theft,2-Jan-16,78701
Theft,2-Jan-16,78741
Theft,2-Jan-16,78703
Theft,2-Jan-16,78701
Theft,2-Jan-16,78704
Theft,2-Jan-16,78703
Theft,2-Jan-16,78701
Robbery,3-Jan-16,78752
Theft,3-Jan-16,78704
Agg Assault,3-Jan-16,78753
Agg Assault,3-Jan-16,78702
Theft,3-Jan-16,78741
Agg Assault,3-Jan-16,78744
Theft,3-Jan-16,78758
Theft,3-Jan-16,78752
Robbery,3-Jan-16,78723
Theft,3-Jan-16,78753
Theft,3-Jan-16,78705
Burglary,3-Jan-16,78724
Auto Theft,3-Jan-16,78758
Auto Theft,3-Jan-16,78744
Auto Theft,3-Jan-16,78741
Theft,3-Jan-16,78753
Agg Assault,3-Jan-16,78745
Burglary,3-Jan-16,78741
Auto Theft,3-Jan-16,78702
Burglary,3-Jan-16,78702
Robbery,3-Jan-16,78758
Robbery,3-Jan-16,78744
Burglary,3-Jan-16,78741
Theft,3-Jan-16,78744
Burglary,3-Jan-16,78744
Theft,3-Jan-16,78746
Burglary,3-Jan-16,78741
Theft,3-Jan-16,78723
Theft,3-Jan-16,78721
Theft,3-Jan-16,78653
Burglary,3-Jan-16,78753
Rape,3-Jan-16,78745
Agg Assault,3-Jan-16,78741
Theft,3-Jan-16,78727
Theft,3-Jan-16,78741
Agg Assault,3-Jan-16,78701
Auto Theft,3-Jan-16,78752
Theft,3-Jan-16,78653
Agg Assault,3-Jan-16,78704
Theft,3-Jan-16,78753
Theft,3-Jan-16,78753
Burglary,3-Jan-16,78748
Rape,19-Jan-16,78723
Auto Theft,3-Jan-16,78741
Rape,3-Jan-16,78744
Theft,3-Jan-16,78753
Burglary,3-Jan-16,78745
Robbery,3-Jan-16,78758
Robbery,3-Jan-16,78758
Burglary,3-Jan-16,78741
Theft,3-Jan-16,78748
Theft,3-Jan-16,78729
Theft,3-Jan-16,78748
Theft,3-Jan-16,78758
Theft,3-Jan-16,78727
Theft,3-Jan-16,78748
Theft,3-Jan-16,78745
Theft,3-Jan-16,78748
Theft,3-Jan-16,78703
Theft,3-Jan-16,78704
Theft,3-Jan-16,78748
Theft,3-Jan-16,78752
Theft,3-Jan-16,78749
Theft,3-Jan-16,78723
Theft,3-Jan-16,78741
Theft,3-Jan-16,78753
Theft,3-Jan-16,78753
Theft,3-Jan-16,78741
Rape,9-Feb-16,78759
Theft,3-Jan-16,78701
Theft,3-Jan-16,78749
Theft,3-Jan-16,78701
Theft,3-Jan-16,78745
Theft,3-Jan-16,78759
Theft,3-Jan-16,78753
Theft,3-Jan-16,78753
Burglary,3-Jan-16,78753
Burglary,3-Jan-16,78753
Theft,3-Jan-16,78723
Theft,3-Jan-16,78703
Theft,3-Jan-16,78741
Theft,3-Jan-16,78704
Theft,3-Jan-16,78702
Theft,3-Jan-16,78701
Theft,3-Jan-16,78703
Theft,4-Jan-16,78704
Rape,4-Jan-16,78744
Auto Theft,4-Jan-16,78741
Auto Theft,4-Jan-16,78723
Theft,4-Jan-16,78745
Auto Theft,4-Jan-16,78748
Burglary,4-Jan-16,78723
Theft,4-Jan-16,78752
Burglary,4-Jan-16,78744
Rape,9-Feb-16,78701
Burglary,4-Jan-16,78702
Auto Theft,4-Jan-16,78745
Theft,4-Jan-16,78758
Theft,4-Jan-16,78705
Auto Theft,4-Jan-16,78758
Theft,4-Jan-16,78751
Rape,4-Jan-16,78721
Burglary,4-Jan-16,78753
Auto Theft,4-Jan-16,78723
Agg Assault,4-Jan-16,78741
Theft,4-Jan-16,78753
Theft,4-Jan-16,78723
Burglary,4-Jan-16,78704
Auto Theft,4-Jan-16,78752
Auto Theft,4-Jan-16,78729
Theft,4-Jan-16,78758
Agg Assault,4-Jan-16,78756
Theft,4-Jan-16,78748
Burglary,4-Jan-16,78702
Burglary,4-Jan-16,78759
Auto Theft,4-Jan-16,78758
Theft,4-Jan-16,78758
Theft,4-Jan-16,78748
Theft,4-Jan-16,78746
Theft,4-Jan-16,78753
Burglary,4-Jan-16,78757
Burglary,4-Jan-16,78753
Burglary,4-Jan-16,78702
Theft,4-Jan-16,78704
Theft,4-Jan-16,78723
Auto Theft,4-Jan-16,78753
Theft,4-Jan-16,78727
Burglary,4-Jan-16,78756
Theft,4-Jan-16,78703
Burglary,4-Jan-16,78741
Theft,4-Jan-16,78753
Burglary,4-Jan-16,78723
Theft,4-Jan-16,78757
Theft,4-Jan-16,78748
Theft,4-Jan-16,78704
Theft,4-Jan-16,78744
Agg Assault,4-Jan-16,78744
Burglary,4-Jan-16,78744
Burglary,4-Jan-16,78652
Theft,4-Jan-16,78703
Theft,4-Jan-16,78613
Rape,4-Jan-16,78721
Auto Theft,4-Jan-16,78741
Auto Theft,4-Jan-16,78723
Theft,4-Jan-16,78722
Auto Theft,4-Jan-16,78745
Theft,4-Jan-16,78721
Theft,4-Jan-16,78750
Theft,4-Jan-16,78741
Theft,4-Jan-16,78652
Theft,4-Jan-16,78757
Theft,4-Jan-16,78741
Theft,4-Jan-16,78753
Theft,4-Jan-16,78744
Theft,4-Jan-16,78745
Theft,4-Jan-16,78652
Theft,4-Jan-16,78741
Theft,4-Jan-16,78757
Theft,4-Jan-16,78758
Theft,4-Jan-16,78752
Theft,4-Jan-16,78759
Theft,4-Jan-16,78741
Theft,4-Jan-16,78751
Theft,4-Jan-16,78703
Theft,4-Jan-16,78702
Theft,4-Jan-16,78748
Theft,4-Jan-16,78746
Theft,4-Jan-16,78746
Theft,4-Jan-16,78754
Theft,4-Jan-16,78758
Theft,4-Jan-16,78704
Theft,4-Jan-16,78721
Theft,4-Jan-16,78705
Theft,4-Jan-16,78724
Theft,4-Jan-16,78750
Theft,4-Jan-16,78705
Theft,4-Jan-16,78701
Theft,4-Jan-16,78741
Theft,4-Jan-16,78753
Theft,4-Jan-16,78756
Theft,4-Jan-16,78746
Theft,4-Jan-16,78746
Theft,4-Jan-16,78753
Theft,4-Jan-16,78749
Theft,4-Jan-16,78751
Theft,4-Jan-16,78741
Theft,4-Jan-16,78744
Theft,4-Jan-16,78744
Theft,4-Jan-16,78702
Theft,4-Jan-16,78741
Theft,4-Jan-16,78701
Theft,4-Jan-16,78703
Theft,4-Jan-16,78753
Theft,4-Jan-16,78748
Theft,4-Jan-16,78723
Theft,4-Jan-16,78703
Theft,4-Jan-16,78744
Theft,4-Jan-16,78731
Theft,4-Jan-16,78753
Theft,4-Jan-16,78749
Theft,4-Jan-16,78745
Theft,4-Jan-16,78705
Theft,4-Jan-16,78758
Theft,4-Jan-16,78744
Theft,4-Jan-16,78752
Theft,4-Jan-16,78723
Theft,4-Jan-16,78704
Theft,4-Jan-16,78756
Theft,4-Jan-16,78745
Theft,4-Jan-16,78702
Theft,4-Jan-16,78701
Theft,4-Jan-16,78749
Theft,4-Jan-16,78724
Theft,4-Jan-16,78704
Theft,4-Jan-16,78704
Theft,4-Jan-16,78729
Theft,4-Jan-16,78704
Theft,4-Jan-16,78701
Theft,4-Jan-16,78703
Theft,4-Jan-16,78705
Theft,4-Jan-16,78702
Theft,4-Jan-16,78702
Theft,4-Jan-16,78727
Theft,4-Jan-16,78702
Robbery,5-Jan-16,78702
Agg Assault,5-Jan-16,78704
Theft,5-Jan-16,78749
Burglary,5-Jan-16,78741
Burglary,5-Jan-16,78748
Theft,5-Jan-16,78704
Auto Theft,5-Jan-16,78704
Theft,5-Jan-16,78741
Auto Theft,5-Jan-16,78759
Theft,5-Jan-16,78727
Burglary,5-Jan-16,78757
Auto Theft,5-Jan-16,78741
Burglary,5-Jan-16,78703
Auto Theft,5-Jan-16,78702
Burglary,5-Jan-16,78735
Theft,5-Jan-16,78753
Agg Assault,5-Jan-16,78745
Theft,5-Jan-16,78753
Agg Assault,5-Jan-16,78748
Auto Theft,5-Jan-16,78758
Theft,5-Jan-16,78748
Theft,5-Jan-16,78613
Theft,5-Jan-16,78745
Agg Assault,5-Jan-16,78741
Burglary,5-Jan-16,78727
Auto Theft,5-Jan-16,78744
Robbery,5-Jan-16,78701
Theft,5-Jan-16,78745
Theft,5-Jan-16,78701
Agg Assault,5-Jan-16,78704
Burglary,5-Jan-16,78758
Burglary,5-Jan-16,78744
Theft,5-Jan-16,78745
Theft,5-Jan-16,78757
Agg Assault,5-Jan-16,78753
Robbery,5-Jan-16,78745
Theft,5-Jan-16,78745
Agg Assault,5-Jan-16,78744
Agg Assault,5-Jan-16,78752
Burglary,5-Jan-16,78741
Burglary,5-Jan-16,78702
Auto Theft,5-Jan-16,78758
Burglary,5-Jan-16,78722
Burglary,5-Jan-16,78723
Theft,5-Jan-16,78704
Theft,5-Jan-16,78759
Robbery,5-Jan-16,78753
Robbery,5-Jan-16,78704
Robbery,5-Jan-16,78752
Theft,5-Jan-16,78757
Theft,5-Jan-16,78751
Theft,5-Jan-16,78726
Theft,5-Jan-16,78753
Theft,5-Jan-16,78757
Theft,5-Jan-16,78752
Theft,5-Jan-16,78753
Theft,5-Jan-16,78723
Theft,5-Jan-16,78701
Theft,5-Jan-16,78745
Theft,5-Jan-16,78753
Theft,5-Jan-16,78759
Theft,5-Jan-16,78745
Theft,5-Jan-16,78731
Theft,5-Jan-16,78748
Theft,5-Jan-16,78749
Theft,5-Jan-16,78726
Theft,5-Jan-16,78759
Theft,5-Jan-16,78758
Theft,5-Jan-16,78726
Theft,5-Jan-16,78701
Theft,5-Jan-16,78758
Theft,5-Jan-16,78741
Theft,5-Jan-16,78748
Theft,5-Jan-16,78758
Theft,5-Jan-16,78759
Theft,5-Jan-16,78723
Theft,5-Jan-16,78744
Theft,5-Jan-16,78744
Theft,5-Jan-16,78652
Theft,5-Jan-16,78758
Theft,5-Jan-16,78748
Theft,5-Jan-16,78758
Theft,5-Jan-16,78753
Theft,5-Jan-16,78617
Theft,5-Jan-16,78613
Theft,5-Jan-16,78723
Theft,5-Jan-16,78617
Theft,5-Jan-16,78746
Theft,5-Jan-16,78759
Theft,5-Jan-16,78741
Theft,5-Jan-16,78745
Theft,5-Jan-16,78745
Theft,5-Jan-16,78759
Theft,5-Jan-16,78723
Theft,5-Jan-16,78753
Theft,5-Jan-16,78744
Theft,5-Jan-16,78704
Theft,5-Jan-16,78731
Theft,5-Jan-16,78757
Theft,5-Jan-16,78758
Theft,5-Jan-16,78751
Theft,5-Jan-16,78753
Theft,5-Jan-16,78729
Theft,5-Jan-16,78759
Theft,5-Jan-16,78744
Theft,5-Jan-16,78701
Theft,5-Jan-16,78723
Theft,5-Jan-16,78723
Theft,5-Jan-16,78749
Theft,5-Jan-16,78757
Burglary,6-Jan-16,78759
Theft,6-Jan-16,78704
Agg Assault,6-Jan-16,78729
Rape,6-Jan-16,78617
Auto Theft,6-Jan-16,78721
Theft,6-Jan-16,78701
Agg Assault,6-Jan-16,78702
Auto Theft,6-Jan-16,78757
Theft,6-Jan-16,78757
Agg Assault,6-Jan-16,78753
Burglary,6-Jan-16,78735
Theft,8-Mar-16,
Auto Theft,6-Jan-16,78723
Auto Theft,6-Jan-16,78653
Auto Theft,6-Jan-16,78704
Auto Theft,6-Jan-16,78726
Burglary,6-Jan-16,78754
Burglary,6-Jan-16,78758
Burglary,6-Jan-16,78745
Auto Theft,6-Jan-16,78704
Burglary,6-Jan-16,78723
Burglary,6-Jan-16,78745
Burglary,6-Jan-16,78744
Theft,6-Jan-16,78744
Auto Theft,6-Jan-16,78758
Agg Assault,6-Jan-16,78753
Agg Assault,6-Jan-16,78753
Theft,6-Jan-16,78753
Theft,6-Jan-16,78701
Theft,6-Jan-16,78704
Theft,6-Jan-16,78748
Rape,6-Jan-16,78752
Theft,6-Jan-16,78753
Theft,6-Jan-16,78724
Agg Assault,6-Jan-16,78758
Theft,6-Jan-16,78613
Auto Theft,6-Jan-16,78757
Theft,6-Jan-16,78745
Auto Theft,6-Jan-16,78758
Theft,6-Jan-16,78759
Burglary,6-Jan-16,78617
Burglary,6-Jan-16,78758
Theft,6-Jan-16,78704
Agg Assault,6-Jan-16,78741
Theft,6-Jan-16,78748
Theft,6-Jan-16,78753
Burglary,6-Jan-16,78741
Burglary,6-Jan-16,78745
Burglary,6-Jan-16,78741
Theft,6-Jan-16,78723
Rape,6-Jan-16,78752
Theft,6-Jan-16,78701
Auto Theft,6-Jan-16,78735
Burglary,6-Jan-16,78723
Theft,6-Jan-16,78757
Burglary,6-Jan-16,78745
Theft,6-Jan-16,78704
Auto Theft,6-Jan-16,78753
Theft,6-Jan-16,78748
Theft,6-Jan-16,78753
Theft,6-Jan-16,78744
Theft,6-Jan-16,78704
Theft,6-Jan-16,78723
Theft,6-Jan-16,78717
Theft,6-Jan-16,78723
Theft,6-Jan-16,78752
Theft,6-Jan-16,78723
Theft,6-Jan-16,78723
Theft,6-Jan-16,78701
Agg Assault,6-Jan-16,78758
Theft,6-Jan-16,78723
Theft,6-Jan-16,78702
Theft,6-Jan-16,78744
Theft,6-Jan-16,78723
Theft,6-Jan-16,78748
Theft,6-Jan-16,78705
Theft,6-Jan-16,78723
Theft,6-Jan-16,78759
Burglary,6-Jan-16,78741
Theft,6-Jan-16,78744
Theft,6-Jan-16,78705
Theft,6-Jan-16,78753
Theft,6-Jan-16,78751
Theft,6-Jan-16,78704
Theft,6-Jan-16,78701
Theft,6-Jan-16,78754
Theft,6-Jan-16,78746
Theft,6-Jan-16,78727
Theft,6-Jan-16,78758
Theft,6-Jan-16,78753
Theft,6-Jan-16,78660
Theft,6-Jan-16,78759
Theft,6-Jan-16,78746
Theft,6-Jan-16,78702
Theft,6-Jan-16,78704
Theft,7-Jan-16,78753
Rape,7-Jan-16,78617
Burglary,7-Jan-16,78747
Theft,7-Jan-16,78704
Burglary,7-Jan-16,78721
Burglary,7-Jan-16,78702
Burglary,7-Jan-16,78758
Theft,7-Jan-16,78744
Auto Theft,7-Jan-16,78744
Theft,7-Jan-16,78744
Burglary,7-Jan-16,78702
Burglary,7-Jan-16,78753
Burglary,7-Jan-16,78744
Theft,7-Jan-16,78757
Theft,7-Jan-16,78753
Burglary,7-Jan-16,78703
Auto Theft,7-Jan-16,78758
Theft,7-Jan-16,78758
Theft,7-Jan-16,78753
Theft,7-Jan-16,78752
Burglary,7-Jan-16,78702
Agg Assault,7-Jan-16,78748
Theft,7-Jan-16,78704
Burglary,7-Jan-16,78723
Theft,7-Jan-16,78735
Auto Theft,7-Jan-16,78727
Theft,7-Jan-16,78721
Theft,7-Jan-16,78723
Theft,7-Jan-16,78753
Theft,7-Jan-16,78748
Burglary,7-Jan-16,78758
Auto Theft,7-Jan-16,78721
Theft,7-Jan-16,78744
Burglary,7-Jan-16,78757
Theft,7-Jan-16,78741
Theft,7-Jan-16,78731
Auto Theft,7-Jan-16,78748
Theft,7-Jan-16,78744
Theft,7-Jan-16,78744
Theft,7-Jan-16,78753
Rape,7-Jan-16,78723
Burglary,7-Jan-16,78723
Burglary,7-Jan-16,78704
Theft,7-Jan-16,78759
Rape,7-Jan-16,78741
Burglary,7-Jan-16,78702
Theft,7-Jan-16,78752
Burglary,7-Jan-16,78759
Auto Theft,7-Jan-16,78729
Theft,7-Jan-16,78702
Burglary,7-Jan-16,78741
Agg Assault,7-Jan-16,78741
Auto Theft,7-Jan-16,78754
Theft,7-Jan-16,78757
Theft,7-Jan-16,78723
Agg Assault,7-Jan-16,78753
Theft,7-Jan-16,78757
Theft,7-Jan-16,78758
Theft,7-Jan-16,78701
Theft,7-Jan-16,78704
Theft,7-Jan-16,78745
Theft,7-Jan-16,78753
Theft,7-Jan-16,78704
Theft,7-Jan-16,78722
Theft,7-Jan-16,78727
Theft,7-Jan-16,78752
Theft,7-Jan-16,78704
Theft,7-Jan-16,78749
Theft,7-Jan-16,78756
Theft,7-Jan-16,78749
Theft,7-Jan-16,78759
Theft,7-Jan-16,78746
Theft,7-Jan-16,78701
Theft,7-Jan-16,78759
Theft,7-Jan-16,78745
Theft,7-Jan-16,78746
Theft,7-Jan-16,78756
Theft,7-Jan-16,78753
Theft,7-Jan-16,78702
Theft,7-Jan-16,78741
Theft,7-Jan-16,78731
Theft,7-Jan-16,78756
Theft,7-Jan-16,78749
Theft,7-Jan-16,78744
Theft,7-Jan-16,78723
Theft,7-Jan-16,78745
Theft,7-Jan-16,78704
Theft,7-Jan-16,78719
Theft,7-Jan-16,78752
Theft,7-Jan-16,78613
Theft,7-Jan-16,78704
Theft,7-Jan-16,78744
Theft,7-Jan-16,78719
Theft,7-Jan-16,78758
Theft,7-Jan-16,78758
Theft,7-Jan-16,78753
Theft,7-Jan-16,78749
Theft,7-Jan-16,78748
Theft,7-Jan-16,78745
Theft,7-Jan-16,78723
Theft,7-Jan-16,78741
Theft,7-Jan-16,78701
Theft,7-Jan-16,78756
Theft,7-Jan-16,78757
Theft,7-Jan-16,
Theft,7-Jan-16,78753
Theft,7-Jan-16,78744
Theft,7-Jan-16,78753
Theft,7-Jan-16,78751
Theft,7-Jan-16,78727
Rape,7-Jan-16,78727
Burglary,7-Jan-16,78753
Burglary,7-Jan-16,78753
Theft,7-Jan-16,78701
Theft,7-Jan-16,78704
Theft,7-Jan-16,78759
Theft,7-Jan-16,78748
Theft,9-Mar-16,
Theft,7-Jan-16,78703
Theft,7-Jan-16,78757
Theft,7-Jan-16,78701
Theft,7-Jan-16,78744
Theft,8-Jan-16,78701
Robbery,8-Jan-16,78724
Auto Theft,8-Jan-16,78723
Agg Assault,8-Jan-16,78745
Theft,8-Jan-16,78723
Burglary,8-Jan-16,78705
Agg Assault,8-Jan-16,78748
Burglary,8-Jan-16,78756
Theft,8-Jan-16,78744
Burglary,8-Jan-16,78731
Theft,8-Jan-16,78723
Burglary,8-Jan-16,78752
Theft,8-Jan-16,78751
Burglary,8-Jan-16,78756
Auto Theft,8-Jan-16,78757
Burglary,8-Jan-16,78749
Burglary,8-Jan-16,78753
Theft,8-Jan-16,78758
Burglary,8-Jan-16,78704
Theft,8-Jan-16,78757
Theft,8-Jan-16,78741
Theft,8-Jan-16,78702
Burglary,8-Jan-16,78753
Burglary,8-Jan-16,78753
Burglary,8-Jan-16,78723
Burglary,8-Jan-16,78758
Burglary,8-Jan-16,78752
Burglary,8-Jan-16,78757
Burglary,8-Jan-16,78705
Auto Theft,8-Jan-16,78745
Robbery,8-Jan-16,78746
Auto Theft,8-Jan-16,78704
Burglary,8-Jan-16,78745
Theft,8-Jan-16,78753
Auto Theft,8-Jan-16,78752
Auto Theft,8-Jan-16,78751
Burglary,8-Jan-16,78727
Burglary,8-Jan-16,78729
Burglary,8-Jan-16,78759
Theft,8-Jan-16,78746
Theft,8-Jan-16,78741
Agg Assault,8-Jan-16,78723
Burglary,8-Jan-16,78759
Theft,8-Jan-16,78758
Theft,8-Jan-16,78748
Burglary,8-Jan-16,78748
Robbery,8-Jan-16,78724
Agg Assault,8-Jan-16,78752
Burglary,8-Jan-16,78717
Robbery,8-Jan-16,78758
Burglary,8-Jan-16,78723
Theft,8-Jan-16,78729
Theft,8-Jan-16,78753
Theft,8-Jan-16,
Theft,8-Jan-16,78724
Theft,8-Jan-16,78744
Theft,8-Jan-16,78701
Theft,8-Jan-16,78745
Theft,8-Jan-16,78731
Theft,8-Jan-16,78703
Theft,8-Jan-16,78758
Theft,8-Jan-16,78704
Theft,8-Jan-16,78729
Theft,8-Jan-16,78752
Theft,8-Jan-16,78703
Theft,8-Jan-16,78758
Theft,8-Jan-16,78705
Theft,8-Jan-16,78729
Theft,8-Jan-16,78721
Theft,8-Jan-16,78719
Theft,8-Jan-16,78758
Theft,8-Jan-16,78757
Theft,8-Jan-16,78758
Theft,8-Jan-16,78745
Theft,8-Jan-16,78723
Rape,8-Jan-16,78744
Theft,8-Jan-16,78746
Theft,8-Jan-16,78741
Theft,8-Jan-16,78719
Theft,8-Jan-16,78753
Theft,8-Jan-16,78704
Theft,8-Jan-16,78704
Theft,8-Jan-16,78704
Theft,8-Jan-16,78705
Theft,8-Jan-16,78749
Theft,8-Jan-16,78758
Theft,8-Jan-16,78759
Theft,8-Jan-16,78759
Theft,8-Jan-16,78745
Theft,8-Jan-16,78731
Theft,8-Jan-16,78729
Theft,8-Jan-16,78748
Theft,8-Jan-16,78704
Theft,8-Jan-16,78719
Theft,8-Jan-16,78753
Theft,8-Jan-16,78758
Theft,8-Jan-16,78746
Theft,8-Jan-16,78744
Theft,8-Jan-16,78723
Theft,8-Jan-16,78704
Theft,8-Jan-16,78731
Theft,8-Jan-16,78749
Theft,8-Jan-16,78751
Theft,8-Jan-16,78752
Theft,8-Jan-16,78746
Theft,8-Jan-16,78701
Theft,8-Jan-16,78749
Rape,9-Jan-16,78704
Theft,9-Jan-16,78759
Burglary,9-Jan-16,78750
Agg Assault,9-Jan-16,78745
Theft,9-Jan-16,78748
Robbery,9-Jan-16,78741
Theft,9-Jan-16,78752
Auto Theft,9-Jan-16,78758
Agg Assault,9-Jan-16,78741
Burglary,9-Jan-16,78722
Robbery,9-Jan-16,78753
Theft,9-Jan-16,78741
Auto Theft,9-Jan-16,78752
Theft,9-Jan-16,78741
Burglary,9-Jan-16,78758
Burglary,9-Jan-16,78723
Burglary,9-Jan-16,78753
Burglary,9-Jan-16,78704
Agg Assault,9-Jan-16,78758
Theft,9-Jan-16,78735
Theft,9-Jan-16,78758
Burglary,9-Jan-16,78745
Theft,9-Jan-16,78719
Burglary,9-Jan-16,78721
Theft,9-Jan-16,78744
Theft,9-Jan-16,78746
Theft,9-Jan-16,78749
Rape,9-Jan-16,78705
Burglary,9-Jan-16,78753
Rape,9-Jan-16,78705
Theft,9-Jan-16,78741
Theft,9-Jan-16,78758
Theft,9-Jan-16,78727
Theft,9-Jan-16,78753
Theft,9-Jan-16,78746
Theft,9-Jan-16,78748
Theft,9-Jan-16,78746
Theft,9-Jan-16,78704
Agg Assault,9-Jan-16,78723
Theft,9-Jan-16,78701
Agg Assault,9-Jan-16,78723
Burglary,9-Jan-16,78731
Robbery,9-Jan-16,78744
Burglary,9-Jan-16,78717
Theft,9-Jan-16,78724
Theft,9-Jan-16,78758
Theft,9-Jan-16,78744
Theft,9-Jan-16,78721
Theft,9-Jan-16,78701
Theft,9-Jan-16,78731
Theft,9-Jan-16,78744
Theft,9-Jan-16,78753
Theft,9-Jan-16,78753
Theft,9-Jan-16,78758
Theft,9-Jan-16,78744
Theft,9-Jan-16,78751
Theft,9-Jan-16,78745
Theft,9-Jan-16,78758
Theft,9-Jan-16,78753
Theft,9-Jan-16,78703
Theft,9-Jan-16,78731
Theft,9-Jan-16,78723
Theft,9-Jan-16,78744
Theft,9-Jan-16,78727
Theft,9-Jan-16,78758
Theft,9-Jan-16,78701
Theft,9-Jan-16,78705
Theft,9-Jan-16,78613
Theft,9-Jan-16,78744
Theft,9-Jan-16,78705
Theft,9-Jan-16,78701
Theft,9-Jan-16,78701
Theft,9-Jan-16,78759
Theft,9-Jan-16,78701
Theft,9-Jan-16,78727
Theft,9-Jan-16,78735
Theft,9-Jan-16,78702
Theft,9-Jan-16,78701
