Highest NIBRS/UCR Offense Description,GO Report Date,GO Location Zip
Theft,10-Nov-16,78745
Theft,10-Nov-16,78746
Theft,10-Nov-16,78701
Theft,10-Nov-16,78745
Theft,10-Nov-16,78745
Theft,10-Nov-16,78757
Theft,10-Nov-16,78702
Theft,10-Nov-16,78756
Rape,11-Nov-16,78758
Rape,11-Nov-16,78741
Theft,11-Nov-16,78723
Agg Assault,11-Nov-16,78745
Robbery,11-Nov-16,78753
Theft,11-Nov-16,78748
Burglary,11-Nov-16,78741
Burglary,11-Nov-16,78723
Theft,11-Nov-16,78705
Burglary,11-Nov-16,78703
Theft,11-Nov-16,78745
Theft,11-Nov-16,78753
Agg Assault,11-Nov-16,78735
Theft,11-Nov-16,78744
Burglary,11-Nov-16,78703
Burglary,11-Nov-16,78741
Burglary,11-Nov-16,78729
Theft,11-Nov-16,78754
Agg Assault,11-Nov-16,78702
Theft,11-Nov-16,78753
Theft,11-Nov-16,78748
Theft,11-Nov-16,78745
Theft,11-Nov-16,78741
Burglary,11-Nov-16,78758
Auto Theft,11-Nov-16,78749
Theft,11-Nov-16,78724
Rape,11-Nov-16,78744
Agg Assault,11-Nov-16,78741
Burglary,11-Nov-16,78746
Auto Theft,11-Nov-16,78748
Theft,11-Nov-16,78758
Theft,11-Nov-16,78757
Burglary,11-Nov-16,78722
Theft,11-Nov-16,78704
Theft,11-Nov-16,78746
Robbery,11-Nov-16,78753
Robbery,11-Nov-16,78758
Robbery,11-Nov-16,78753
Rape,11-Nov-16,78721
Theft,11-Nov-16,78705
Agg Assault,11-Nov-16,78721
Theft,11-Nov-16,78759
Burglary,11-Nov-16,78721
Robbery,11-Nov-16,78753
Theft,11-Nov-16,78727
Auto Theft,11-Nov-16,78741
Burglary,11-Nov-16,78753
Agg Assault,11-Nov-16,78741
Agg Assault,11-Nov-16,78739
Burglary,11-Nov-16,78729
Agg Assault,11-Nov-16,78758
Burglary,11-Nov-16,78759
Robbery,11-Nov-16,78701
Theft,11-Nov-16,78758
Theft,11-Nov-16,78736
Theft,11-Nov-16,78723
Theft,11-Nov-16,78754
Theft,11-Nov-16,78749
Theft,11-Nov-16,78702
Theft,11-Nov-16,78723
Theft,11-Nov-16,78744
Theft,11-Nov-16,78749
Theft,11-Nov-16,78754
Theft,11-Nov-16,78753
Theft,11-Nov-16,78744
Theft,11-Nov-16,78745
Theft,11-Nov-16,78723
Theft,11-Nov-16,78758
Theft,11-Nov-16,78745
Rape,11-Nov-16,78745
Theft,11-Nov-16,78704
Theft,11-Nov-16,78703
Theft,11-Nov-16,78705
Theft,11-Nov-16,78758
Theft,11-Nov-16,78705
Theft,11-Nov-16,78751
Theft,11-Nov-16,78722
Theft,11-Nov-16,78701
Theft,11-Nov-16,78701
Theft,11-Nov-16,78741
Theft,11-Nov-16,78723
Theft,11-Nov-16,78757
Theft,11-Nov-16,78756
Theft,11-Nov-16,78753
Theft,11-Nov-16,78702
Theft,11-Nov-16,78752
Theft,11-Nov-16,78701
Theft,11-Nov-16,78751
Theft,11-Nov-16,78705
Theft,11-Nov-16,78705
Theft,11-Nov-16,78701
Theft,11-Nov-16,78749
Theft,11-Nov-16,78723
Theft,11-Nov-16,78749
Theft,11-Nov-16,78703
Theft,11-Nov-16,78758
Theft,11-Nov-16,78749
Theft,11-Nov-16,78749
Theft,11-Nov-16,78704
Theft,11-Nov-16,78724
Theft,11-Nov-16,78745
Theft,11-Nov-16,78757
Theft,11-Nov-16,78744
Theft,11-Nov-16,78759
Theft,11-Nov-16,78701
Theft,11-Nov-16,78704
Theft,11-Nov-16,78726
Theft,12-Nov-16,78704
Theft,12-Nov-16,78701
Agg Assault,12-Nov-16,78758
Theft,12-Nov-16,78701
Theft,12-Nov-16,78701
Burglary,12-Nov-16,78754
Burglary,12-Nov-16,78744
Burglary,12-Nov-16,78723
Burglary,12-Nov-16,78747
Agg Assault,12-Nov-16,78758
Burglary,12-Nov-16,78747
Theft,12-Nov-16,78704
Agg Assault,12-Nov-16,78741
Theft,12-Nov-16,78752
Auto Theft,12-Nov-16,78741
Auto Theft,12-Nov-16,78741
Burglary,12-Nov-16,78723
Burglary,12-Nov-16,78753
Theft,12-Nov-16,78754
Auto Theft,12-Nov-16,78758
Auto Theft,12-Nov-16,78758
Burglary,12-Nov-16,78724
Auto Theft,12-Nov-16,78744
Burglary,12-Nov-16,78731
Robbery,12-Nov-16,78701
Theft,12-Nov-16,78723
Agg Assault,12-Nov-16,78752
Theft,12-Nov-16,78753
Theft,12-Nov-16,78702
Theft,12-Nov-16,78741
Burglary,12-Nov-16,78723
Agg Assault,12-Nov-16,78702
Agg Assault,12-Nov-16,78721
Theft,12-Nov-16,78756
Theft,12-Nov-16,78751
Theft,12-Nov-16,78613
Theft,12-Nov-16,78703
Theft,12-Nov-16,78758
Auto Theft,12-Nov-16,78723
Agg Assault,12-Nov-16,78758
Theft,12-Nov-16,78754
Theft,12-Nov-16,78701
Theft,12-Nov-16,78704
Theft,12-Nov-16,78749
Theft,12-Nov-16,78741
Theft,12-Nov-16,78744
Theft,12-Nov-16,78759
Theft,12-Nov-16,78704
Theft,12-Nov-16,78748
Theft,12-Nov-16,78735
Theft,12-Nov-16,78741
Theft,12-Nov-16,78749
Theft,12-Nov-16,78749
Theft,12-Nov-16,78749
Theft,12-Nov-16,78745
Theft,12-Nov-16,78729
Theft,12-Nov-16,78745
Theft,12-Nov-16,78726
Theft,12-Nov-16,78759
Theft,12-Nov-16,78759
Theft,12-Nov-16,78741
Theft,12-Nov-16,78701
Theft,12-Nov-16,78702
Theft,12-Nov-16,78748
Theft,12-Nov-16,78744
Theft,12-Nov-16,78752
Theft,12-Nov-16,78759
Theft,12-Nov-16,78759
Theft,12-Nov-16,78724
Theft,12-Nov-16,78704
Theft,12-Nov-16,78703
Theft,12-Nov-16,78758
Theft,12-Nov-16,78704
Theft,12-Nov-16,78746
Theft,12-Nov-16,78731
Theft,12-Nov-16,78747
Theft,12-Nov-16,78741
Theft,12-Nov-16,78701
Theft,12-Nov-16,78704
Theft,12-Nov-16,78704
Theft,12-Nov-16,78726
Theft,12-Nov-16,78704
Theft,12-Nov-16,78702
Theft,12-Nov-16,78749
Theft,12-Nov-16,78753
Theft,12-Nov-16,78752
Theft,12-Nov-16,78613
Theft,12-Nov-16,78746
Theft,12-Nov-16,78745
Theft,13-Nov-16,78701
Agg Assault,13-Nov-16,78701
Theft,13-Nov-16,78758
Agg Assault,13-Nov-16,78745
Burglary,13-Nov-16,78745
Auto Theft,13-Nov-16,78701
Burglary,13-Nov-16,78741
Agg Assault,13-Nov-16,78702
Robbery,13-Nov-16,78741
Theft,13-Nov-16,78701
Burglary,13-Nov-16,78724
Theft,13-Nov-16,78753
Burglary,13-Nov-16,78753
Agg Assault,13-Nov-16,78721
Burglary,13-Nov-16,78741
Theft,13-Nov-16,78723
Theft,13-Nov-16,78752
Theft,13-Nov-16,78741
Burglary,13-Nov-16,78741
Theft,13-Nov-16,78704
Burglary,13-Nov-16,78753
Auto Theft,13-Nov-16,78744
Rape,13-Nov-16,78704
Theft,13-Nov-16,78753
Burglary,13-Nov-16,78702
Rape,13-Nov-16,78741
Theft,13-Nov-16,78741
Burglary,13-Nov-16,78757
Theft,13-Nov-16,78751
Theft,13-Nov-16,78704
Theft,13-Nov-16,78613
Theft,13-Nov-16,78702
Theft,13-Nov-16,78741
Robbery,13-Nov-16,78723
Agg Assault,13-Nov-16,78744
Theft,13-Nov-16,78723
Agg Assault,13-Nov-16,78744
Burglary,13-Nov-16,78717
Burglary,13-Nov-16,78753
Theft,13-Nov-16,78731
Theft,13-Nov-16,78704
Theft,13-Nov-16,78726
Theft,13-Nov-16,78741
Theft,13-Nov-16,78744
Theft,13-Nov-16,78726
Theft,13-Nov-16,78701
Theft,13-Nov-16,78723
Theft,13-Nov-16,78750
Theft,13-Nov-16,78704
Theft,13-Nov-16,78702
Theft,13-Nov-16,78744
Theft,13-Nov-16,78751
Theft,13-Nov-16,78744
Theft,13-Nov-16,78701
Theft,13-Nov-16,78717
Theft,13-Nov-16,78748
Theft,13-Nov-16,78726
Theft,13-Nov-16,78750
Theft,13-Nov-16,78757
Theft,13-Nov-16,78701
Theft,13-Nov-16,78701
Theft,13-Nov-16,78701
Theft,13-Nov-16,78752
Theft,13-Nov-16,78723
Theft,13-Nov-16,78746
Theft,13-Nov-16,78704
Theft,13-Nov-16,78748
Theft,13-Nov-16,78721
Theft,13-Nov-16,78758
Theft,13-Nov-16,78749
Theft,13-Nov-16,78741
Theft,13-Nov-16,78753
Theft,13-Nov-16,78723
Theft,13-Nov-16,78741
Theft,13-Nov-16,78757
Theft,13-Nov-16,78759
Theft,13-Nov-16,78759
Theft,13-Nov-16,78702
Theft,13-Nov-16,78702
Theft,13-Nov-16,78705
Theft,13-Nov-16,78741
Theft,13-Nov-16,78704
Theft,13-Nov-16,78704
Theft,14-Nov-16,78741
Auto Theft,14-Nov-16,78726
Burglary,14-Nov-16,78741
Burglary,14-Nov-16,78702
Theft,14-Nov-16,78745
Burglary,14-Nov-16,78757
Theft,14-Nov-16,78701
Burglary,14-Nov-16,78759
Robbery,14-Nov-16,78753
Rape,14-Nov-16,78752
Agg Assault,14-Nov-16,78745
Agg Assault,14-Nov-16,78758
Burglary,14-Nov-16,78758
Burglary,14-Nov-16,78757
Auto Theft,14-Nov-16,78752
Burglary,14-Nov-16,78747
Burglary,14-Nov-16,78753
Theft,14-Nov-16,78744
Burglary,14-Nov-16,78705
Burglary,14-Nov-16,
Theft,14-Nov-16,78617
Agg Assault,14-Nov-16,78747
Burglary,14-Nov-16,78757
Burglary,14-Nov-16,78617
Auto Theft,14-Nov-16,78702
Auto Theft,14-Nov-16,78753
Theft,14-Nov-16,78731
Burglary,14-Nov-16,78746
Theft,14-Nov-16,78703
Burglary,14-Nov-16,78723
Robbery,14-Nov-16,78758
Theft,14-Nov-16,78746
Auto Theft,14-Nov-16,78757
Burglary,14-Nov-16,78704
Burglary,14-Nov-16,78727
Rape,14-Nov-16,78745
Burglary,14-Nov-16,78744
Theft,14-Nov-16,78748
Theft,14-Nov-16,78701
Auto Theft,14-Nov-16,78744
Theft,14-Nov-16,78751
Theft,14-Nov-16,78723
Theft,14-Nov-16,78758
Agg Assault,14-Nov-16,78753
Theft,14-Nov-16,78753
Theft,14-Nov-16,78746
Burglary,14-Nov-16,78723
Agg Assault,14-Nov-16,78723
Burglary,14-Nov-16,78753
Theft,14-Nov-16,78703
Theft,14-Nov-16,78758
Robbery,14-Nov-16,78741
Rape,14-Nov-16,78721
Agg Assault,14-Nov-16,78741
Theft,14-Nov-16,78730
Theft,14-Nov-16,78758
Agg Assault,14-Nov-16,78721
Theft,14-Nov-16,78723
Auto Theft,14-Nov-16,78753
Theft,14-Nov-16,78701
Theft,14-Nov-16,
Theft,14-Nov-16,78744
Burglary,14-Nov-16,78753
Robbery,14-Nov-16,78745
Agg Assault,14-Nov-16,78758
Theft,14-Nov-16,78748
Theft,14-Nov-16,78704
Theft,14-Nov-16,78721
Theft,14-Nov-16,78753
Theft,14-Nov-16,78702
Theft,14-Nov-16,78701
Theft,14-Nov-16,78741
Theft,14-Nov-16,78752
Theft,14-Nov-16,78756
Theft,14-Nov-16,78723
Theft,14-Nov-16,78705
Theft,14-Nov-16,78705
Theft,14-Nov-16,78752
Theft,14-Nov-16,78702
Theft,14-Nov-16,78745
Theft,14-Nov-16,78727
Theft,14-Nov-16,78741
Theft,14-Nov-16,78723
Theft,14-Nov-16,78726
Theft,14-Nov-16,78741
Theft,14-Nov-16,78749
Theft,14-Nov-16,78748
Theft,14-Nov-16,78729
Theft,14-Nov-16,78729
Theft,14-Nov-16,78757
Theft,14-Nov-16,78744
Theft,14-Nov-16,78723
Theft,14-Nov-16,78701
Theft,14-Nov-16,78759
Theft,14-Nov-16,78749
Theft,14-Nov-16,78701
Theft,14-Nov-16,78701
Burglary,14-Nov-16,78704
Theft,14-Nov-16,78745
Theft,14-Nov-16,78756
Theft,14-Nov-16,78704
Theft,14-Nov-16,78741
Theft,14-Nov-16,78701
Theft,14-Nov-16,78703
Theft,14-Nov-16,78759
Theft,14-Nov-16,78705
Theft,14-Nov-16,78731
Theft,14-Nov-16,78753
Theft,14-Nov-16,78617
Theft,14-Nov-16,78660
Theft,14-Nov-16,78759
Theft,14-Nov-16,78660
Theft,14-Nov-16,78758
Auto Theft,14-Nov-16,78704
Theft,14-Nov-16,78723
Theft,14-Nov-16,78744
Theft,14-Nov-16,78705
Theft,14-Nov-16,78703
Theft,14-Nov-16,78744
Theft,14-Nov-16,78741
Theft,14-Nov-16,78701
Theft,14-Nov-16,78704
Theft,14-Nov-16,78759
Theft,14-Nov-16,78741
Theft,14-Nov-16,78741
Theft,14-Nov-16,78701
Theft,14-Nov-16,78759
Agg Assault,15-Nov-16,78702
Agg Assault,15-Nov-16,78758
Agg Assault,15-Nov-16,78724
Theft,15-Nov-16,78702
Burglary,15-Nov-16,78729
Burglary,15-Nov-16,78758
Robbery,15-Nov-16,78704
Auto Theft,15-Nov-16,78758
Auto Theft,15-Nov-16,78744
Theft,15-Nov-16,78754
Theft,15-Nov-16,78704
Theft,15-Nov-16,78745
Burglary,15-Nov-16,78741
Burglary,15-Nov-16,78749
Theft,15-Nov-16,78723
Rape,15-Nov-16,
Burglary,15-Nov-16,78746
Auto Theft,15-Nov-16,78729
Burglary,15-Nov-16,78758
Burglary,15-Nov-16,78744
Auto Theft,15-Nov-16,78751
Burglary,15-Nov-16,78702
Agg Assault,15-Nov-16,78744
Theft,15-Nov-16,78723
Theft,15-Nov-16,78753
Theft,15-Nov-16,78751
Burglary,15-Nov-16,78750
Rape,15-Nov-16,78703
Theft,15-Nov-16,78719
Burglary,15-Nov-16,78741
Theft,15-Nov-16,78753
Theft,15-Nov-16,78701
Theft,15-Nov-16,78741
Theft,15-Nov-16,78702
Rape,15-Nov-16,78741
Burglary,15-Nov-16,78758
Theft,15-Nov-16,78758
Theft,15-Nov-16,78741
Theft,15-Nov-16,78753
Theft,15-Nov-16,78719
Burglary,15-Nov-16,78744
Burglary,15-Nov-16,78741
Theft,15-Nov-16,78752
Agg Assault,15-Nov-16,78701
Burglary,15-Nov-16,78745
Theft,15-Nov-16,78753
Agg Assault,15-Nov-16,78704
Theft,15-Nov-16,78752
Theft,15-Nov-16,78727
Theft,15-Nov-16,78723
Theft,15-Nov-16,78748
Theft,15-Nov-16,78704
Theft,15-Nov-16,78753
Theft,15-Nov-16,78754
Theft,15-Nov-16,78744
Theft,15-Nov-16,78757
Theft,15-Nov-16,78748
Theft,15-Nov-16,78741
Theft,15-Nov-16,78704
Theft,15-Nov-16,78759
Theft,15-Nov-16,78617
Theft,15-Nov-16,78745
Theft,15-Nov-16,78704
Theft,15-Nov-16,78705
Theft,15-Nov-16,78741
Theft,15-Nov-16,78723
Theft,15-Nov-16,78705
Theft,15-Nov-16,78758
Theft,15-Nov-16,78727
Theft,15-Nov-16,78727
Theft,15-Nov-16,78759
Theft,15-Nov-16,78758
Theft,15-Nov-16,78752
Theft,15-Nov-16,78745
Theft,15-Nov-16,78702
Theft,15-Nov-16,78741
Theft,15-Nov-16,78754
Theft,15-Nov-16,78746
Theft,15-Nov-16,78723
Theft,15-Nov-16,78745
Theft,15-Nov-16,78746
Theft,15-Nov-16,78741
Theft,15-Nov-16,78717
Theft,15-Nov-16,78745
Theft,15-Nov-16,78749
Theft,15-Nov-16,78701
Theft,15-Nov-16,78758
Theft,15-Nov-16,78705
Theft,15-Nov-16,78758
Theft,15-Nov-16,78723
Theft,15-Nov-16,78757
Theft,15-Nov-16,78748
Theft,15-Nov-16,78723
Theft,15-Nov-16,78731
Theft,15-Nov-16,78758
Theft,15-Nov-16,78756
Theft,15-Nov-16,78729
Theft,15-Nov-16,78723
Theft,15-Nov-16,78757
Theft,15-Nov-16,78751
Theft,15-Nov-16,78705
Theft,15-Nov-16,78758
Theft,15-Nov-16,78752
Theft,15-Nov-16,78727
Theft,15-Nov-16,78748
Theft,15-Nov-16,78705
Theft,15-Nov-16,78747
Theft,15-Nov-16,78705
Theft,15-Nov-16,78704
Theft,15-Nov-16,78735
Theft,15-Nov-16,78744
Theft,15-Nov-16,78705
Theft,16-Nov-16,78741
Auto Theft,16-Nov-16,78744
Auto Theft,16-Nov-16,78735
Robbery,16-Nov-16,78704
Theft,16-Nov-16,78753
Robbery,16-Nov-16,78704
Theft,16-Nov-16,78753
Auto Theft,16-Nov-16,78741
Burglary,16-Nov-16,78759
Auto Theft,16-Nov-16,78702
Auto Theft,16-Nov-16,78753
Theft,16-Nov-16,78752
Auto Theft,16-Nov-16,78745
Auto Theft,16-Nov-16,78741
Burglary,16-Nov-16,78744
Burglary,16-Nov-16,78758
Burglary,16-Nov-16,78748
Auto Theft,16-Nov-16,78726
Theft,16-Nov-16,78753
Theft,16-Nov-16,78741
Theft,16-Nov-16,78701
Theft,16-Nov-16,78757
Theft,16-Nov-16,78759
Theft,16-Nov-16,78704
Burglary,16-Nov-16,78752
Burglary,16-Nov-16,78748
Auto Theft,16-Nov-16,78701
Theft,16-Nov-16,78723
Theft,16-Nov-16,78731
Theft,16-Nov-16,78705
Auto Theft,16-Nov-16,78745
Theft,16-Nov-16,78702
Burglary,16-Nov-16,78745
Agg Assault,16-Nov-16,78758
Rape,16-Nov-16,78752
Murder,16-Nov-16,78753
Theft,16-Nov-16,78751
Rape,16-Nov-16,78748
Theft,16-Nov-16,78723
Theft,16-Nov-16,78613
Burglary,16-Nov-16,78753
Theft,16-Nov-16,78752
Theft,16-Nov-16,78723
Theft,16-Nov-16,78758
Burglary,16-Nov-16,78724
Theft,16-Nov-16,78744
Theft,16-Nov-16,78758
Burglary,16-Nov-16,78745
Robbery,16-Nov-16,78752
Burglary,16-Nov-16,78744
Burglary,16-Nov-16,78729
Theft,16-Nov-16,78741
Theft,16-Nov-16,78660
Theft,16-Nov-16,78704
Burglary,16-Nov-16,78756
Theft,16-Nov-16,78701
Theft,16-Nov-16,78701
Agg Assault,16-Nov-16,78758
Robbery,16-Nov-16,78723
Theft,16-Nov-16,78701
Agg Assault,16-Nov-16,78753
Burglary,16-Nov-16,78741
Theft,16-Nov-16,78749
Theft,16-Nov-16,78704
Theft,16-Nov-16,78753
Theft,16-Nov-16,78745
Theft,16-Nov-16,78723
Theft,16-Nov-16,78731
Theft,16-Nov-16,78729
Theft,16-Nov-16,78726
Theft,16-Nov-16,78759
Theft,16-Nov-16,78704
Theft,16-Nov-16,78739
Theft,16-Nov-16,78745
Theft,16-Nov-16,78727
Theft,16-Nov-16,78744
Theft,16-Nov-16,78731
Theft,16-Nov-16,78701
Theft,16-Nov-16,78741
Theft,16-Nov-16,78750
Theft,16-Nov-16,78613
Theft,16-Nov-16,78744
Theft,16-Nov-16,78753
Theft,16-Nov-16,78723
Theft,16-Nov-16,78749
Theft,16-Nov-16,78745
Theft,16-Nov-16,78744
Theft,16-Nov-16,78719
Theft,16-Nov-16,78701
Theft,16-Nov-16,78704
Theft,16-Nov-16,78702
Theft,16-Nov-16,78752
Theft,16-Nov-16,78758
Theft,16-Nov-16,78731
Theft,16-Nov-16,78751
Theft,16-Nov-16,78752
Theft,16-Nov-16,78748
Theft,16-Nov-16,78757
Theft,16-Nov-16,78753
Theft,16-Nov-16,78757
Theft,16-Nov-16,78759
Theft,16-Nov-16,78726
Theft,16-Nov-16,78758
Theft,16-Nov-16,78704
Theft,16-Nov-16,78704
Theft,16-Nov-16,78702
Theft,16-Nov-16,78757
Theft,17-Nov-16,78752
Agg Assault,17-Nov-16,78702
Agg Assault,17-Nov-16,78744
Burglary,17-Nov-16,78741
Theft,17-Nov-16,78701
Theft,17-Nov-16,78758
Auto Theft,17-Nov-16,78724
Agg Assault,17-Nov-16,78722
Burglary,17-Nov-16,78748
Agg Assault,17-Nov-16,78735
Robbery,17-Nov-16,78753
Burglary,17-Nov-16,78741
Auto Theft,17-Nov-16,78757
Theft,17-Nov-16,78704
Burglary,17-Nov-16,78756
Theft,17-Nov-16,78704
Burglary,17-Nov-16,78759
Auto Theft,17-Nov-16,78704
Burglary,17-Nov-16,78759
Burglary,17-Nov-16,78753
Burglary,17-Nov-16,78744
Burglary,17-Nov-16,78759
Burglary,17-Nov-16,78741
Theft,17-Nov-16,78758
Theft,17-Nov-16,78753
Robbery,17-Nov-16,78723
Auto Theft,17-Nov-16,78758
Auto Theft,17-Nov-16,78705
Burglary,17-Nov-16,78746
Agg Assault,17-Nov-16,78723
Agg Assault,17-Nov-16,78752
Burglary,17-Nov-16,78741
Auto Theft,17-Nov-16,78744
Burglary,17-Nov-16,78753
Auto Theft,17-Nov-16,78702
Burglary,17-Nov-16,78758
Theft,17-Nov-16,78723
Auto Theft,17-Nov-16,78744
Theft,17-Nov-16,78723
Burglary,17-Nov-16,78758
Theft,17-Nov-16,78747
Robbery,17-Nov-16,78758
Theft,17-Nov-16,78704
Auto Theft,17-Nov-16,78702
Theft,17-Nov-16,78753
Theft,17-Nov-16,78617
Theft,17-Nov-16,78758
Theft,17-Nov-16,78704
Theft,17-Nov-16,78705
Theft,17-Nov-16,78746
Theft,17-Nov-16,78746
Theft,17-Nov-16,78705
Theft,17-Nov-16,78701
Theft,17-Nov-16,78745
Theft,17-Nov-16,78753
Theft,17-Nov-16,78729
Theft,17-Nov-16,78735
Theft,17-Nov-16,78745
Theft,17-Nov-16,78702
Theft,17-Nov-16,78730
Theft,17-Nov-16,78747
Theft,17-Nov-16,78729
Theft,17-Nov-16,78744
Theft,17-Nov-16,78752
Theft,17-Nov-16,78653
Theft,17-Nov-16,78744
Theft,17-Nov-16,78753
Theft,17-Nov-16,78704
Theft,17-Nov-16,78753
Theft,17-Nov-16,78754
Theft,17-Nov-16,78759
Theft,17-Nov-16,78704
Theft,17-Nov-16,78753
Theft,17-Nov-16,78741
Theft,17-Nov-16,78758
Theft,17-Nov-16,78758
Theft,17-Nov-16,78704
Theft,17-Nov-16,78757
Theft,17-Nov-16,78741
Theft,17-Nov-16,78613
Theft,17-Nov-16,78702
Theft,17-Nov-16,78741
Theft,17-Nov-16,78702
Theft,17-Nov-16,78704
Theft,17-Nov-16,78751
Theft,17-Nov-16,78753
Theft,17-Nov-16,78705
Theft,17-Nov-16,78745
Theft,17-Nov-16,78749
Theft,17-Nov-16,78745
Theft,17-Nov-16,78745
Theft,17-Nov-16,78701
Theft,18-Nov-16,78741
Theft,18-Nov-16,78745
Burglary,18-Nov-16,78617
Rape,18-Nov-16,78758
Robbery,18-Nov-16,78722
Burglary,18-Nov-16,78744
Theft,18-Nov-16,78725
Burglary,18-Nov-16,78758
Auto Theft,18-Nov-16,78757
Burglary,18-Nov-16,78748
Burglary,18-Nov-16,78723
Theft,18-Nov-16,78741
Burglary,18-Nov-16,78702
Burglary,18-Nov-16,78757
Theft,18-Nov-16,78717
Burglary,18-Nov-16,78617
Burglary,18-Nov-16,78705
Agg Assault,18-Nov-16,78757
Theft,18-Nov-16,78751
Theft,18-Nov-16,78751
Theft,18-Nov-16,78704
Theft,18-Nov-16,78749
Theft,18-Nov-16,78759
Burglary,18-Nov-16,78758
Burglary,18-Nov-16,78727
Theft,18-Nov-16,78759
Theft,18-Nov-16,78752
Burglary,18-Nov-16,78741
Burglary,18-Nov-16,78704
Theft,18-Nov-16,78752
Burglary,18-Nov-16,78741
Theft,18-Nov-16,78744
Robbery,18-Nov-16,78753
Agg Assault,18-Nov-16,78741
Agg Assault,18-Nov-16,78753
Robbery,18-Nov-16,78744
Agg Assault,18-Nov-16,78751
Theft,18-Nov-16,78702
Theft,18-Nov-16,78701
Theft,18-Nov-16,78748
Theft,18-Nov-16,78704
Theft,18-Nov-16,78723
Theft,18-Nov-16,78748
Theft,18-Nov-16,78735
Theft,18-Nov-16,78725
Theft,18-Nov-16,78704
Theft,18-Nov-16,78721
Theft,18-Nov-16,78704
Theft,18-Nov-16,78748
Theft,18-Nov-16,78725
Theft,18-Nov-16,78748
Theft,18-Nov-16,78746
Theft,18-Nov-16,78701
Theft,18-Nov-16,78745
Theft,18-Nov-16,78750
Theft,18-Nov-16,78749
Theft,18-Nov-16,78724
Theft,18-Nov-16,78745
Theft,18-Nov-16,78725
Theft,18-Nov-16,78744
Theft,18-Nov-16,78705
Theft,18-Nov-16,78745
Theft,18-Nov-16,78758
Theft,18-Nov-16,78744
Theft,18-Nov-16,78741
Theft,18-Nov-16,78723
Theft,18-Nov-16,78702
Theft,18-Nov-16,78723
Theft,18-Nov-16,78723
Theft,18-Nov-16,78758
Theft,18-Nov-16,78730
Theft,18-Nov-16,78705
Theft,18-Nov-16,78758
Theft,18-Nov-16,78704
Theft,18-Nov-16,78704
Theft,18-Nov-16,78758
Theft,18-Nov-16,78745
Theft,18-Nov-16,78753
Theft,18-Nov-16,78758
Theft,18-Nov-16,78704
Theft,18-Nov-16,78705
Theft,18-Nov-16,78758
Theft,18-Nov-16,78745
Theft,18-Nov-16,78751
Theft,18-Nov-16,78701
Theft,18-Nov-16,78753
Theft,18-Nov-16,78744
Theft,18-Nov-16,78749
Theft,18-Nov-16,78745
Theft,18-Nov-16,78741
Theft,18-Nov-16,78705
Theft,18-Nov-16,78741
Theft,18-Nov-16,78704
Theft,18-Nov-16,78731
Theft,18-Nov-16,78749
Theft,18-Nov-16,78701
Theft,18-Nov-16,78721
Theft,18-Nov-16,78701
Auto Theft,19-Nov-16,78741
Agg Assault,19-Nov-16,78753
Agg Assault,19-Nov-16,78759
Theft,19-Nov-16,78741
Burglary,19-Nov-16,78758
Auto Theft,19-Nov-16,78757
Burglary,19-Nov-16,78756
Rape,19-Nov-16,78705
Agg Assault,19-Nov-16,78741
Theft,19-Nov-16,78757
Theft,19-Nov-16,78741
Theft,19-Nov-16,78753
Agg Assault,19-Nov-16,78747
Theft,19-Nov-16,78704
Auto Theft,19-Nov-16,78727
Agg Assault,19-Nov-16,78745
Theft,19-Nov-16,78704
Burglary,19-Nov-16,78750
Burglary,19-Nov-16,78746
Theft,19-Nov-16,78741
Rape,19-Nov-16,78745
Agg Assault,19-Nov-16,78721
Theft,19-Nov-16,78753
Theft,19-Nov-16,78753
Theft,19-Nov-16,78741
Agg Assault,19-Nov-16,78753
Burglary,19-Nov-16,78704
Theft,19-Nov-16,78613
Theft,19-Nov-16,78753
Burglary,19-Nov-16,78744
Auto Theft,19-Nov-16,78753
Theft,19-Nov-16,78741
Agg Assault,19-Nov-16,78744
Burglary,19-Nov-16,78759
Robbery,19-Nov-16,78721
Burglary,19-Nov-16,78741
Theft,19-Nov-16,78741
Theft,19-Nov-16,78705
Theft,19-Nov-16,78745
Theft,19-Nov-16,78723
Theft,19-Nov-16,78753
Theft,19-Nov-16,78701
Theft,19-Nov-16,78744
Theft,19-Nov-16,78745
Theft,19-Nov-16,78741
Theft,19-Nov-16,78703
Theft,19-Nov-16,78702
Theft,19-Nov-16,78701
Theft,19-Nov-16,78753
Theft,19-Nov-16,78750
Theft,19-Nov-16,78704
Theft,19-Nov-16,78757
Theft,19-Nov-16,78753
Theft,19-Nov-16,78753
Theft,19-Nov-16,78704
Theft,19-Nov-16,78749
Theft,19-Nov-16,78721
Theft,19-Nov-16,78729
Theft,19-Nov-16,78701
Theft,19-Nov-16,78758
Theft,19-Nov-16,78729
Theft,19-Nov-16,78701
Theft,19-Nov-16,78753
Theft,19-Nov-16,78749
Theft,19-Nov-16,78741
Theft,19-Nov-16,78701
Theft,19-Nov-16,78705
Theft,19-Nov-16,78703
Theft,19-Nov-16,78703
Theft,19-Nov-16,78701
Theft,19-Nov-16,78753
Theft,20-Nov-16,78751
Burglary,20-Nov-16,78741
Agg Assault,20-Nov-16,78726
Agg Assault,20-Nov-16,78723
Agg Assault,20-Nov-16,78723
Theft,20-Nov-16,78723
